t,xA,yA,xB,yB,xC,yC
2.252,3.672918208,1.461424948,5.195403087,2.739182619,7.975918146,3.86322129
2.262,3.675295467,1.493680763,5.193120703,2.768322825,7.951321693,3.945941747
2.272,3.672812425,1.533387873,5.186191186,2.80415269,7.925757349,4.024344747
2.282,3.668293737,1.578060879,5.176304261,2.844624706,7.899881339,4.099902912
2.292,3.66315387,1.625484486,5.164585465,2.888085242,7.873892412,4.173632539
2.302,3.659150507,1.665615796,5.153079997,2.926668616,7.847543144,4.242821644
2.312,3.656652825,1.69645536,5.143815179,2.958495631,7.823198767,4.30491022
2.322,3.653820249,1.726425699,5.134741418,2.988809104,7.800224234,4.362378005
2.332,3.649979884,1.757980199,5.124893968,3.019266193,7.777942813,4.416536086
2.342,3.644987226,1.791281497,5.11411893,3.050247531,7.756276992,4.467830793
2.352,3.638946604,1.825795207,5.102578748,3.08159992,7.735347888,4.516363536
2.362,3.632059759,1.860849897,5.090533667,3.11297816,7.715286177,4.562165632
2.372,3.624590231,1.895803101,5.078228887,3.144069146,7.69617286,4.605323222
2.382,3.616827081,1.930079307,5.065969591,3.174319813,7.678127906,4.645687202
2.392,3.609032709,1.963308972,5.054079484,3.203274744,7.661254745,4.683241577
2.402,3.601275079,1.995588726,5.042569478,3.231368572,7.645354179,4.718822092
2.412,3.593574455,2.02652982,5.03125538,3.258157375,7.629972506,4.752479748
2.422,3.585889174,2.055640898,5.020284273,3.283387254,7.615110813,4.784226348
2.432,3.578243932,2.083045427,5.009794921,3.306899468,7.601392035,4.813075754
2.442,3.570665947,2.108954365,4.999580226,3.328608549,7.58852983,4.839096897
2.452,3.563187241,2.133503596,4.990180033,3.348975456,7.577077237,4.86274039
2.462,3.556630568,2.158083931,4.981429504,3.369287572,7.566724106,4.885547053
2.472,3.551221168,2.182325613,4.973089646,3.389467358,7.556861057,4.908078713
2.482,3.546407995,2.205363728,4.965166821,3.40900109,7.547515948,4.929791906
2.492,3.542010521,2.226476275,4.95768006,3.42741019,7.53863585,4.950336488
2.502,3.538294473,2.245375042,4.950891217,3.444299846,7.530367356,4.969522992
2.512,3.535023647,2.262176106,4.944530175,3.459537658,7.522526934,4.98705984
2.522,3.532268839,2.276964666,4.938554935,3.473072029,7.515074302,5.002897496
2.532,3.53003686,2.289992726,4.93297607,3.485031835,7.508102258,5.017026876
2.542,3.528205905,2.301465092,4.927682263,3.495607009,7.50166318,5.029363296
2.552,3.526690891,2.311402576,4.922733887,3.50479083,7.49584382,5.039859489
2.562,3.525428325,2.319801989,4.91802373,3.512657986,7.490703994,5.04831552
2.572,3.524347518,2.327034132,4.913520806,3.519460604,7.486283749,5.054868101
2.582,3.523360016,2.333745132,4.909033172,3.525740245,7.482501078,5.059874729
2.592,3.522387565,2.339821828,4.904536567,3.53144738,7.479283542,5.063366084
2.602,3.521417212,2.344923068,4.899990103,3.536336995,7.47658871,5.06509633
2.612,3.520446458,2.348750884,4.895016321,3.540048965,7.473986953,5.064787026
2.622,3.519541511,2.35112244,4.888870442,3.542277028,7.470411068,5.062666316
2.632,3.518608263,2.352083223,4.883590587,3.543187419,7.468169352,5.058439412
2.642,3.517588147,2.35168985,4.878840222,3.54269711,7.467003157,5.051881869
2.652,3.516532563,2.349916304,4.873744436,3.540756012,7.466001539,5.042989753
2.662,3.515425153,2.346745106,4.868630333,3.537308489,7.465331407,5.031967149
2.672,3.514100305,2.342262705,4.863591465,3.532482728,7.465167959,5.018791002
2.682,3.512615003,2.336592174,4.85859934,3.526317803,7.465399438,5.00362668
2.692,3.510884195,2.329720282,4.853572501,3.518710709,7.465804183,4.986604662
2.702,3.509099621,2.321671993,4.847893838,3.509977064,7.466245817,4.967164838
2.712,3.507194915,2.312376449,4.841772776,3.499997635,7.466772626,4.94544216
2.722,3.504990911,2.302133831,4.835620289,3.489127359,7.467780732,4.921787113
2.732,3.502374213,2.29101385,4.829388725,3.477436162,7.469226697,4.896225184
2.742,3.499231223,2.278959632,4.822710966,3.464480856,7.470758214,4.86824634
2.752,3.495453559,2.26616053,4.815560322,3.450650717,7.472084534,4.838693073
2.762,3.490981227,2.252871758,4.807897274,3.436227584,7.473183656,4.807781486
2.772,3.485884328,2.239326262,4.799700465,3.42145802,7.474022802,4.775742339
2.782,3.480257155,2.225556644,4.790990468,3.406445084,7.474555361,4.742771991
2.792,3.474152292,2.211408854,4.781804416,3.391050087,7.474879844,4.708570626
2.802,3.467670127,2.196725605,4.772177128,3.375254002,7.474806228,4.673536635
2.812,3.460885607,2.181389215,4.762204457,3.35907233,7.474241208,4.638058646
2.822,3.453873624,2.165195896,4.752056074,3.342378524,7.473199495,4.602338302
2.832,3.44672132,2.148016804,4.74170774,3.325009644,7.471788309,4.565937314
2.842,3.43945373,2.129487024,4.731677804,3.307055213,7.470190338,4.529696665
2.852,3.432158855,2.109460412,4.722092983,3.288414069,7.468101671,4.494532173
2.862,3.424850439,2.088392708,4.712621634,3.269328173,7.465390341,4.460311798
2.872,3.417463053,2.06620919,4.703062893,3.249283421,7.462198905,4.425784045
2.882,3.409913056,2.043194028,4.692680606,3.22819235,7.458366105,4.389523658
2.892,3.402056601,2.01934603,4.68196347,3.206266972,7.454375278,4.351724442
2.902,3.393760427,1.994943848,4.670923197,3.183973364,7.450391013,4.312440848
2.912,3.38498599,1.969773753,4.660246421,3.161528255,7.44712095,4.271777033
2.922,3.375750979,1.943948346,4.649288482,3.138863829,7.443942015,4.229537562
2.932,3.366025668,1.917964283,4.637819402,3.115737796,7.440494001,4.185735799
2.942,3.355750115,1.892156798,4.625946086,3.092503215,7.436956939,4.140456889
2.952,3.344791908,1.866433667,4.614477082,3.069696334,7.434020341,4.094468075
2.962,3.333224383,1.840980358,4.602758403,3.047147838,7.431199267,4.047037341
2.972,3.321730932,1.825095159,4.589469999,3.030824424,7.428199625,4.001007307
2.982,3.310583677,1.822390867,4.574384077,3.023646254,7.425248999,3.957420188
2.992,3.299055927,1.824258375,4.56003492,3.021615803,7.424120994,3.913815864
3.002,3.286841992,1.828062423,4.547389851,3.023670474,7.425535083,3.869154581
3.012,3.273986753,1.832813673,4.536503831,3.029274843,7.429147507,3.823398856
3.022,3.260752649,1.837913408,4.526604717,3.03700841,7.433539368,3.776681796
3.032,3.247571102,1.842559926,4.516640099,3.044859031,7.436898351,3.729522242
3.042,3.23487081,1.846031669,4.505975672,3.051053238,7.438149749,3.68212564
3.052,3.22287807,1.847903127,4.49429626,3.054583049,7.4368173,3.634794947
3.062,3.211656743,1.848128252,4.4817175,3.055326411,7.433042778,3.588147834
3.072,3.201131233,1.847028241,4.468773845,3.053925559,7.427590073,3.542538563
3.082,3.191203207,1.844624745,4.456397775,3.051022709,7.421584023,3.498342882
3.092,3.181262343,1.842307372,4.44479752,3.048456872,7.41554822,3.456015236
3.102,3.171054059,1.840692481,4.433621606,3.046740734,7.409303147,3.415194278
3.112,3.160410391,1.840454626,4.422920854,3.046910873,7.403151585,3.374896545
3.122,3.149324598,1.841480586,4.413081637,3.048954674,7.397406376,3.335301674
3.132,3.138028523,1.843168496,4.403803929,3.05183126,7.391598656,3.29685953
3.142,3.126446143,1.845800677,4.395152757,3.056290832,7.385877416,3.259302286
3.152,3.11465082,1.849314533,4.387452203,3.062447617,7.380540421,3.222720736
3.162,3.102608414,1.853918049,4.38081032,3.070676863,7.375681055,3.18709142
3.172,3.090234494,1.859784475,4.375516684,3.08135457,7.371556031,3.15206544
3.182,3.077433899,1.867143934,4.372248134,3.095085121,7.368762842,3.117372824
3.192,3.064100009,1.876322046,4.37111901,3.112281663,7.367275676,3.082812574
3.202,3.050165858,1.887532383,4.371190212,3.132485729,7.365983961,3.048114217
3.212,3.035706038,1.900786531,4.371375835,3.15512362,7.36367234,3.013695978
3.222,3.021088438,1.915234202,4.37233135,3.179199076,7.360980506,2.980187314
3.232,3.006649959,1.930213466,4.373712216,3.203558509,7.357640989,2.947698227
3.242,2.992472208,1.945673096,4.375401066,3.228053578,7.353568734,2.91602555
3.252,2.978543027,1.961609988,4.377930068,3.253071061,7.349258378,2.884997592
3.262,2.964864489,1.978038505,4.381549784,3.278708576,7.344927539,2.854490227
3.272,2.952218796,1.992719799,4.386711889,3.302588257,7.341401278,2.824330554
3.282,2.943141693,1.996515058,4.395141362,3.315227854,7.342104433,2.793204103
3.292,2.935362064,1.994629861,4.405730934,3.321732348,7.345652145,2.762671653
3.302,2.928078767,1.990696868,4.417287733,3.325208528,7.350451662,2.732763009
3.312,2.921104975,1.985878562,4.42923079,3.327026006,7.355769838,2.703602299
3.322,2.914458437,1.980480545,4.441389673,3.327576176,7.361321783,2.674736012
3.332,2.908227242,1.97446204,4.453748081,3.326747273,7.36704501,2.645646521
3.342,2.902491926,1.967667734,4.466452482,3.324572721,7.373049851,2.616071803
3.352,2.897389002,1.959744947,4.479483614,3.320757739,7.379427716,2.586045112
3.362,2.892920012,1.950619483,4.493183268,3.315540202,7.386473311,2.555492951
3.372,2.889025619,1.940532577,4.507787218,3.309111717,7.394294583,2.524047166
3.382,2.885823985,1.929291925,4.522986205,3.301084153,7.402740956,2.491849197
3.392,2.883359893,1.916826288,4.538689259,3.291420403,7.411765572,2.458932903
3.402,2.881749481,1.903830955,4.554898412,3.280665574,7.421233002,2.425311135
3.412,2.881406757,1.89364159,4.571796337,3.271744669,7.430496404,2.391238393
3.422,2.881385013,1.885601738,4.589210866,3.264617114,7.439210487,2.356413688
3.432,2.881439867,1.878987226,4.606997491,3.258748343,7.447252667,2.320604909
3.442,2.88222061,1.872339523,4.625092871,3.252693166,7.455066649,2.283960267
3.452,2.883679,1.865635132,4.643499633,3.24637048,7.462648381,2.246444683
3.462,2.885469748,1.859232261,4.661946743,3.240176534,7.469595549,2.208206552
3.472,2.887604672,1.852860015,4.680318169,3.233841711,7.475908388,2.169381019
